Route,ORIGIN,ORIGIN_City_State,Origin_City,Origin_State,DEST,Dest_City_State,Dest_City,Dest_State,DISTANCE
5140,PIE,"St. Petersburg, FL",St. Petersburg,FL,USA,"CONCORD, NC",CONCORD,NC,528
5141,PIE,"St. Petersburg, FL",St. Petersburg,FL,YNG,"Youngstown/Warren, OH",Youngstown/Warren,OH,927
5142,PIH,"Pocatello, ID",Pocatello,ID,SLC,"Salt Lake City, UT",Salt Lake City,UT,150
5143,PIR,"Pierre, SD",Pierre,SD,ATY,"Watertown, SD",Watertown,SD,159
5144,PIR,"Pierre, SD",Pierre,SD,DEN,"Denver, CO",Denver,CO,385
5145,PIT,"Pittsburgh, PA",Pittsburgh,PA,ATL,"Atlanta, GA",Atlanta,GA,526
5146,PIT,"Pittsburgh, PA",Pittsburgh,PA,AUS,"Austin, TX",Austin,TX,1210
5147,PIT,"Pittsburgh, PA",Pittsburgh,PA,BNA,"Nashville, TN",Nashville,TN,462
5148,PIT,"Pittsburgh, PA",Pittsburgh,PA,BOS,"Boston, MA",Boston,MA,496
5149,PIT,"Pittsburgh, PA",Pittsburgh,PA,BWI,"Baltimore, MD",Baltimore,MD,210
5150,PIT,"Pittsburgh, PA",Pittsburgh,PA,CHS,"Charleston, SC",Charleston,SC,524
5151,PIT,"Pittsburgh, PA",Pittsburgh,PA,CLE,"Cleveland, OH",Cleveland,OH,106
5152,PIT,"Pittsburgh, PA",Pittsburgh,PA,CLT,"Charlotte, NC",Charlotte,NC,366
5153,PIT,"Pittsburgh, PA",Pittsburgh,PA,CRW,"Charleston/Dunbar, WV",Charleston/Dunbar,WV,163
5154,PIT,"Pittsburgh, PA",Pittsburgh,PA,DAL,"Dallas, TX",Dallas,TX,1060
5155,PIT,"Pittsburgh, PA",Pittsburgh,PA,DCA,"Washington, DC",Washington,DC,204
5156,PIT,"Pittsburgh, PA",Pittsburgh,PA,DEN,"Denver, CO",Denver,CO,1290
5157,PIT,"Pittsburgh, PA",Pittsburgh,PA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1067
5158,PIT,"Pittsburgh, PA",Pittsburgh,PA,DTW,"Detroit, MI",Detroit,MI,201
5159,PIT,"Pittsburgh, PA",Pittsburgh,PA,EWR,"Newark, NJ",Newark,NJ,319
5160,PIT,"Pittsburgh, PA",Pittsburgh,PA,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,994
5161,PIT,"Pittsburgh, PA",Pittsburgh,PA,HOU,"Houston, TX",Houston,TX,1131
5162,PIT,"Pittsburgh, PA",Pittsburgh,PA,IAD,"Washington, DC",Washington,DC,182
5163,PIT,"Pittsburgh, PA",Pittsburgh,PA,IAH,"Houston, TX",Houston,TX,1117
5164,PIT,"Pittsburgh, PA",Pittsburgh,PA,JAX,"Jacksonville, FL",Jacksonville,FL,694
5165,PIT,"Pittsburgh, PA",Pittsburgh,PA,JFK,"New York, NY",New York,NY,340
5166,PIT,"Pittsburgh, PA",Pittsburgh,PA,LAS,"Las Vegas, NV",Las Vegas,NV,1910
5167,PIT,"Pittsburgh, PA",Pittsburgh,PA,LAX,"Los Angeles, CA",Los Angeles,CA,2136
5168,PIT,"Pittsburgh, PA",Pittsburgh,PA,LGA,"New York, NY",New York,NY,335
5169,PIT,"Pittsburgh, PA",Pittsburgh,PA,MCO,"Orlando, FL",Orlando,FL,834
5170,PIT,"Pittsburgh, PA",Pittsburgh,PA,MDW,"Chicago, IL",Chicago,IL,402
5171,PIT,"Pittsburgh, PA",Pittsburgh,PA,MIA,"Miami, FL",Miami,FL,1013
5172,PIT,"Pittsburgh, PA",Pittsburgh,PA,MSP,"Minneapolis, MN",Minneapolis,MN,726
5173,PIT,"Pittsburgh, PA",Pittsburgh,PA,MSY,"New Orleans, LA",New Orleans,LA,918
5174,PIT,"Pittsburgh, PA",Pittsburgh,PA,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,475
5175,PIT,"Pittsburgh, PA",Pittsburgh,PA,ORD,"Chicago, IL",Chicago,IL,413
5176,PIT,"Pittsburgh, PA",Pittsburgh,PA,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,952
5177,PIT,"Pittsburgh, PA",Pittsburgh,PA,PGD,"Punta Gorda, FL",Punta Gorda,FL,941
5178,PIT,"Pittsburgh, PA",Pittsburgh,PA,PHL,"Philadelphia, PA",Philadelphia,PA,268
5179,PIT,"Pittsburgh, PA",Pittsburgh,PA,PHX,"Phoenix, AZ",Phoenix,AZ,1814
5180,PIT,"Pittsburgh, PA",Pittsburgh,PA,PIE,"St. Petersburg, FL",St. Petersburg,FL,878
5181,PIT,"Pittsburgh, PA",Pittsburgh,PA,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,328
5182,PIT,"Pittsburgh, PA",Pittsburgh,PA,RSW,"Fort Myers, FL",Fort Myers,FL,966
5183,PIT,"Pittsburgh, PA",Pittsburgh,PA,SAN,"San Diego, CA",San Diego,CA,2106
5184,PIT,"Pittsburgh, PA",Pittsburgh,PA,SAV,"Savannah, GA",Savannah,GA,579
5185,PIT,"Pittsburgh, PA",Pittsburgh,PA,SEA,"Seattle, WA",Seattle,WA,2125
5186,PIT,"Pittsburgh, PA",Pittsburgh,PA,SFB,"Sanford, FL",Sanford,FL,809
5187,PIT,"Pittsburgh, PA",Pittsburgh,PA,SFO,"San Francisco, CA",San Francisco,CA,2254
5188,PIT,"Pittsburgh, PA",Pittsburgh,PA,SJU,"San Juan, PR",San Juan,PR,1739
5189,PIT,"Pittsburgh, PA",Pittsburgh,PA,SLC,"Salt Lake City, UT",Salt Lake City,UT,1660
5190,PIT,"Pittsburgh, PA",Pittsburgh,PA,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,912
5191,PIT,"Pittsburgh, PA",Pittsburgh,PA,STL,"St. Louis, MO",St. Louis,MO,554
5192,PIT,"Pittsburgh, PA",Pittsburgh,PA,TPA,"Tampa, FL",Tampa,FL,873
5193,PIT,"Pittsburgh, PA",Pittsburgh,PA,TYS,"Knoxville, TN",Knoxville,TN,382
5194,PIT,"Pittsburgh, PA",Pittsburgh,PA,VPS,"Valparaiso, FL",Valparaiso,FL,775
5195,PLN,"Pellston, MI",Pellston,MI,APN,"Alpena, MI",Alpena,MI,69
5196,PLN,"Pellston, MI",Pellston,MI,DTW,"Detroit, MI",Detroit,MI,243
5197,PNS,"Pensacola, FL",Pensacola,FL,ATL,"Atlanta, GA",Atlanta,GA,271
5198,PNS,"Pensacola, FL",Pensacola,FL,AUS,"Austin, TX",Austin,TX,626
5199,PNS,"Pensacola, FL",Pensacola,FL,BNA,"Nashville, TN",Nashville,TN,391
5200,PNS,"Pensacola, FL",Pensacola,FL,CLL,"College Station/Bryan, TX",College Station/Bryan,TX,547
5201,PNS,"Pensacola, FL",Pensacola,FL,CLT,"Charlotte, NC",Charlotte,NC,488
5202,PNS,"Pensacola, FL",Pensacola,FL,DAL,"Dallas, TX",Dallas,TX,592
5203,PNS,"Pensacola, FL",Pensacola,FL,DCA,"Washington, DC",Washington,DC,816
5204,PNS,"Pensacola, FL",Pensacola,FL,DEN,"Denver, CO",Denver,CO,1179
5205,PNS,"Pensacola, FL",Pensacola,FL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,604
5206,PNS,"Pensacola, FL",Pensacola,FL,EWR,"Newark, NJ",Newark,NJ,1015
5207,PNS,"Pensacola, FL",Pensacola,FL,HOU,"Houston, TX",Houston,TX,488
5208,PNS,"Pensacola, FL",Pensacola,FL,IAH,"Houston, TX",Houston,TX,489
5209,PNS,"Pensacola, FL",Pensacola,FL,MCI,"Kansas City, MO",Kansas City,MO,743
5210,PNS,"Pensacola, FL",Pensacola,FL,MDW,"Chicago, IL",Chicago,IL,781
5211,PNS,"Pensacola, FL",Pensacola,FL,MIA,"Miami, FL",Miami,FL,530
5212,PNS,"Pensacola, FL",Pensacola,FL,ORD,"Chicago, IL",Chicago,IL,794
5213,PNS,"Pensacola, FL",Pensacola,FL,PHL,"Philadelphia, PA",Philadelphia,PA,935
5214,PNS,"Pensacola, FL",Pensacola,FL,STL,"St. Louis, MO",St. Louis,MO,598
5215,PPG,"Pago Pago, TT",Pago Pago,TT,HNL,"Honolulu, HI",Honolulu,HI,2599
5216,PRC,"Prescott, AZ",Prescott,AZ,DEN,"Denver, CO",Denver,CO,557
5217,PRC,"Prescott, AZ",Prescott,AZ,LAX,"Los Angeles, CA",Los Angeles,CA,346
5218,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,AZA,"Phoenix, AZ",Phoenix,AZ,977
5219,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,BLI,"Bellingham, WA",Bellingham,WA,237
5220,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,DEN,"Denver, CO",Denver,CO,852
5221,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,LAS,"Las Vegas, NV",Las Vegas,NV,732
5222,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,LAX,"Los Angeles, CA",Los Angeles,CA,851
5223,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,MSP,"Minneapolis, MN",Minneapolis,MN,1254
5224,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,SEA,"Seattle, WA",Seattle,WA,172
5225,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,SFO,"San Francisco, CA",San Francisco,CA,620
5226,PSC,"Pasco/Kennewick/Richland, WA",Pasco/Kennewick/Richland,WA,SLC,"Salt Lake City, UT",Salt Lake City,UT,521
5227,PSE,"Ponce, PR",Ponce,PR,JFK,"New York, NY",New York,NY,1617
5228,PSE,"Ponce, PR",Ponce,PR,MCO,"Orlando, FL",Orlando,FL,1179
5229,PSG,"Petersburg, AK",Petersburg,AK,JNU,"Juneau, AK",Juneau,AK,123
5230,PSG,"Petersburg, AK",Petersburg,AK,WRG,"Wrangell, AK",Wrangell,AK,31
5231,PSM,"Portsmouth, NH",Portsmouth,NH,MCO,"Orlando, FL",Orlando,FL,1167
5232,PSM,"Portsmouth, NH",Portsmouth,NH,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,783
5233,PSM,"Portsmouth, NH",Portsmouth,NH,PGD,"Punta Gorda, FL",Punta Gorda,FL,1279
5234,PSM,"Portsmouth, NH",Portsmouth,NH,SAV,"Savannah, GA",Savannah,GA,944
5235,PSM,"Portsmouth, NH",Portsmouth,NH,SFB,"Sanford, FL",Sanford,FL,1144
5236,PSP,"Palm Springs, CA",Palm Springs,CA,ATL,"Atlanta, GA",Atlanta,GA,1840
5237,PSP,"Palm Springs, CA",Palm Springs,CA,BLI,"Bellingham, WA",Bellingham,WA,1078
5238,PSP,"Palm Springs, CA",Palm Springs,CA,BOS,"Boston, MA",Boston,MA,2517
5239,PSP,"Palm Springs, CA",Palm Springs,CA,DEN,"Denver, CO",Denver,CO,776
5240,PSP,"Palm Springs, CA",Palm Springs,CA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1126
5241,PSP,"Palm Springs, CA",Palm Springs,CA,EWR,"Newark, NJ",Newark,NJ,2358
5242,PSP,"Palm Springs, CA",Palm Springs,CA,IAH,"Houston, TX",Houston,TX,1269
5243,PSP,"Palm Springs, CA",Palm Springs,CA,JFK,"New York, NY",New York,NY,2378
5244,PSP,"Palm Springs, CA",Palm Springs,CA,LAX,"Los Angeles, CA",Los Angeles,CA,110
5245,PSP,"Palm Springs, CA",Palm Springs,CA,MSP,"Minneapolis, MN",Minneapolis,MN,1454
5246,PSP,"Palm Springs, CA",Palm Springs,CA,ORD,"Chicago, IL",Chicago,IL,1651
5247,PSP,"Palm Springs, CA",Palm Springs,CA,PDX,"Portland, OR",Portland,OR,873
5248,PSP,"Palm Springs, CA",Palm Springs,CA,PHX,"Phoenix, AZ",Phoenix,AZ,261
5249,PSP,"Palm Springs, CA",Palm Springs,CA,SEA,"Seattle, WA",Seattle,WA,987
5250,PSP,"Palm Springs, CA",Palm Springs,CA,SFO,"San Francisco, CA",San Francisco,CA,421
5251,PSP,"Palm Springs, CA",Palm Springs,CA,SLC,"Salt Lake City, UT",Salt Lake City,UT,541
5252,PUB,"Pueblo, CO",Pueblo,CO,DEN,"Denver, CO",Denver,CO,109
5253,PUB,"Pueblo, CO",Pueblo,CO,LBL,"Liberal, KS",Liberal,KS,212
5254,PVD,"Providence, RI",Providence,RI,ATL,"Atlanta, GA",Atlanta,GA,903
5255,PVD,"Providence, RI",Providence,RI,AUS,"Austin, TX",Austin,TX,1662
5256,PVD,"Providence, RI",Providence,RI,BWI,"Baltimore, MD",Baltimore,MD,327
5257,PVD,"Providence, RI",Providence,RI,CLT,"Charlotte, NC",Charlotte,NC,683
5258,PVD,"Providence, RI",Providence,RI,CVG,"Cincinnati, OH",Cincinnati,OH,722
5259,PVD,"Providence, RI",Providence,RI,DCA,"Washington, DC",Washington,DC,356
5260,PVD,"Providence, RI",Providence,RI,DEN,"Denver, CO",Denver,CO,1737
5261,PVD,"Providence, RI",Providence,RI,DTW,"Detroit, MI",Detroit,MI,615
5262,PVD,"Providence, RI",Providence,RI,EWR,"Newark, NJ",Newark,NJ,160
5263,PVD,"Providence, RI",Providence,RI,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1188
5264,PVD,"Providence, RI",Providence,RI,IAD,"Washington, DC",Washington,DC,371
5265,PVD,"Providence, RI",Providence,RI,MCO,"Orlando, FL",Orlando,FL,1072
5266,PVD,"Providence, RI",Providence,RI,MDW,"Chicago, IL",Chicago,IL,842
5267,PVD,"Providence, RI",Providence,RI,MIA,"Miami, FL",Miami,FL,1209
5268,PVD,"Providence, RI",Providence,RI,MSP,"Minneapolis, MN",Minneapolis,MN,1117
5269,PVD,"Providence, RI",Providence,RI,MSY,"New Orleans, LA",New Orleans,LA,1326
5270,PVD,"Providence, RI",Providence,RI,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,690
5271,PVD,"Providence, RI",Providence,RI,ORD,"Chicago, IL",Chicago,IL,849
5272,PVD,"Providence, RI",Providence,RI,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,1148
5273,PVD,"Providence, RI",Providence,RI,PGD,"Punta Gorda, FL",Punta Gorda,FL,1184
5274,PVD,"Providence, RI",Providence,RI,PHL,"Philadelphia, PA",Philadelphia,PA,237
5275,PVD,"Providence, RI",Providence,RI,PIE,"St. Petersburg, FL",St. Petersburg,FL,1145
5276,PVD,"Providence, RI",Providence,RI,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,566
5277,PVD,"Providence, RI",Providence,RI,RSW,"Fort Myers, FL",Fort Myers,FL,1200
5278,PVD,"Providence, RI",Providence,RI,SAV,"Savannah, GA",Savannah,GA,854
5279,PVD,"Providence, RI",Providence,RI,TPA,"Tampa, FL",Tampa,FL,1136
5280,PVU,"Provo, UT",Provo,UT,AZA,"Phoenix, AZ",Phoenix,AZ,477
5281,PVU,"Provo, UT",Provo,UT,LAX,"Los Angeles, CA",Los Angeles,CA,569
5282,PVU,"Provo, UT",Provo,UT,OAK,"Oakland, CA",Oakland,CA,591
5283,PVU,"Provo, UT",Provo,UT,SAN,"San Diego, CA",San Diego,CA,599
5284,PVU,"Provo, UT",Provo,UT,TUS,"Tucson, AZ",Tucson,AZ,560
5285,PWM,"Portland, ME",Portland,ME,ATL,"Atlanta, GA",Atlanta,GA,1027
5286,PWM,"Portland, ME",Portland,ME,BWI,"Baltimore, MD",Baltimore,MD,452
5287,PWM,"Portland, ME",Portland,ME,CLT,"Charlotte, NC",Charlotte,NC,813
5288,PWM,"Portland, ME",Portland,ME,DCA,"Washington, DC",Washington,DC,482
5289,PWM,"Portland, ME",Portland,ME,DEN,"Denver, CO",Denver,CO,1782
5290,PWM,"Portland, ME",Portland,ME,DTW,"Detroit, MI",Detroit,MI,668
5291,PWM,"Portland, ME",Portland,ME,EWR,"Newark, NJ",Newark,NJ,284
5292,PWM,"Portland, ME",Portland,ME,IAD,"Washington, DC",Washington,DC,493
5293,PWM,"Portland, ME",Portland,ME,JFK,"New York, NY",New York,NY,273
5294,PWM,"Portland, ME",Portland,ME,LGA,"New York, NY",New York,NY,269
5295,PWM,"Portland, ME",Portland,ME,MCO,"Orlando, FL",Orlando,FL,1214
5296,PWM,"Portland, ME",Portland,ME,MDW,"Chicago, IL",Chicago,IL,895
5297,PWM,"Portland, ME",Portland,ME,ORD,"Chicago, IL",Chicago,IL,900
5298,PWM,"Portland, ME",Portland,ME,PHL,"Philadelphia, PA",Philadelphia,PA,364
5299,PWM,"Portland, ME",Portland,ME,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,700
5300,PWM,"Portland, ME",Portland,ME,RSW,"Fort Myers, FL",Fort Myers,FL,1343
5301,PWM,"Portland, ME",Portland,ME,TPA,"Tampa, FL",Tampa,FL,1277
5302,RAP,"Rapid City, SD",Rapid City,SD,ATL,"Atlanta, GA",Atlanta,GA,1230
5303,RAP,"Rapid City, SD",Rapid City,SD,AZA,"Phoenix, AZ",Phoenix,AZ,873
5304,RAP,"Rapid City, SD",Rapid City,SD,CLT,"Charlotte, NC",Charlotte,NC,1322
5305,RAP,"Rapid City, SD",Rapid City,SD,DEN,"Denver, CO",Denver,CO,300
5306,RAP,"Rapid City, SD",Rapid City,SD,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,835
5307,RAP,"Rapid City, SD",Rapid City,SD,EWR,"Newark, NJ",Newark,NJ,1489
5308,RAP,"Rapid City, SD",Rapid City,SD,IAH,"Houston, TX",Houston,TX,1058
5309,RAP,"Rapid City, SD",Rapid City,SD,LAS,"Las Vegas, NV",Las Vegas,NV,843
5310,RAP,"Rapid City, SD",Rapid City,SD,LAX,"Los Angeles, CA",Los Angeles,CA,1078
5311,RAP,"Rapid City, SD",Rapid City,SD,MSP,"Minneapolis, MN",Minneapolis,MN,489
5312,RAP,"Rapid City, SD",Rapid City,SD,ORD,"Chicago, IL",Chicago,IL,779
5313,RAP,"Rapid City, SD",Rapid City,SD,SFO,"San Francisco, CA",San Francisco,CA,1102
5314,RAP,"Rapid City, SD",Rapid City,SD,SLC,"Salt Lake City, UT",Salt Lake City,UT,508
5315,RDD,"Redding, CA",Redding,CA,LAX,"Los Angeles, CA",Los Angeles,CA,501
5316,RDD,"Redding, CA",Redding,CA,SFO,"San Francisco, CA",San Francisco,CA,199
5317,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,DEN,"Denver, CO",Denver,CO,898
5318,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,LAX,"Los Angeles, CA",Los Angeles,CA,726
5319,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,MFR,"Medford, OR",Medford,OR,156
5320,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,ORD,"Chicago, IL",Chicago,IL,1677
5321,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,PHX,"Phoenix, AZ",Phoenix,AZ,893
5322,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,SEA,"Seattle, WA",Seattle,WA,228
5323,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,SFO,"San Francisco, CA",San Francisco,CA,462
5324,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,SLC,"Salt Lake City, UT",Salt Lake City,UT,525
5325,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,ALB,"Albany, NY",Albany,NY,544
5326,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,ATL,"Atlanta, GA",Atlanta,GA,356
5327,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,AUS,"Austin, TX",Austin,TX,1162
5328,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,BDL,"Hartford, CT",Hartford,CT,532
5329,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,BNA,"Nashville, TN",Nashville,TN,442
5330,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,BOS,"Boston, MA",Boston,MA,612
5331,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,BUF,"Buffalo, NY",Buffalo,NY,487
5332,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,BWI,"Baltimore, MD",Baltimore,MD,255
5333,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,CLE,"Cleveland, OH",Cleveland,OH,416
5334,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,CLT,"Charlotte, NC",Charlotte,NC,130
5335,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,CMH,"Columbus, OH",Columbus,OH,362
5336,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,CVG,"Cincinnati, OH",Cincinnati,OH,390
5337,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,DAL,"Dallas, TX",Dallas,TX,1052
5338,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,DCA,"Washington, DC",Washington,DC,227
5339,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,DEN,"Denver, CO",Denver,CO,1436
5340,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1061
5341,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,DTW,"Detroit, MI",Detroit,MI,501
5342,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,EWR,"Newark, NJ",Newark,NJ,416
5343,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,680
5344,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,HOU,"Houston, TX",Houston,TX,1050
5345,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,IAD,"Washington, DC",Washington,DC,224
5346,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,IAH,"Houston, TX",Houston,TX,1042
5347,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,IND,"Indianapolis, IN",Indianapolis,IN,489
5348,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,ISP,"Islip, NY",Islip,NY,459
5349,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,JAX,"Jacksonville, FL",Jacksonville,FL,407
5350,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,JFK,"New York, NY",New York,NY,427
5351,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,LAS,"Las Vegas, NV",Las Vegas,NV,2026
5352,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,LAX,"Los Angeles, CA",Los Angeles,CA,2239
5353,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,LGA,"New York, NY",New York,NY,431
5354,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MCI,"Kansas City, MO",Kansas City,MO,904
5355,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MCO,"Orlando, FL",Orlando,FL,534
5356,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MDT,"Harrisburg, PA",Harrisburg,PA,317
5357,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MDW,"Chicago, IL",Chicago,IL,632
5358,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MIA,"Miami, FL",Miami,FL,700
5359,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MKE,"Milwaukee, WI",Milwaukee,WI,689
5360,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MSN,"Madison, WI",Madison,WI,753
5361,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MSP,"Minneapolis, MN",Minneapolis,MN,980
5362,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,MSY,"New Orleans, LA",New Orleans,LA,779
5363,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,ORD,"Chicago, IL",Chicago,IL,646
5364,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,638
5365,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PGD,"Punta Gorda, FL",Punta Gorda,FL,645
5366,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PHL,"Philadelphia, PA",Philadelphia,PA,337
5367,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PHX,"Phoenix, AZ",Phoenix,AZ,1891
5368,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PIE,"St. Petersburg, FL",St. Petersburg,FL,595
5369,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PIT,"Pittsburgh, PA",Pittsburgh,PA,328
5370,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PVD,"Providence, RI",Providence,RI,566
5371,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,PWM,"Portland, ME",Portland,ME,700
5372,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,RSW,"Fort Myers, FL",Fort Myers,FL,667
5373,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SAN,"San Diego, CA",San Diego,CA,2193
5374,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SAT,"San Antonio, TX",San Antonio,TX,1224
5375,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SEA,"Seattle, WA",Seattle,WA,2354
5376,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SFB,"Sanford, FL",Sanford,FL,510
5377,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SFO,"San Francisco, CA",San Francisco,CA,2400
5378,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SJC,"San Jose, CA",San Jose,CA,2379
5379,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SJU,"San Juan, PR",San Juan,PR,1433
5380,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SLC,"Salt Lake City, UT",Salt Lake City,UT,1823
5381,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,STL,"St. Louis, MO",St. Louis,MO,667
5382,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,SYR,"Syracuse, NY",Syracuse,NY,519
5383,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,TPA,"Tampa, FL",Tampa,FL,587
5384,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,TTN,"Trenton, NJ",Trenton,NJ,373
5385,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,VPS,"Valparaiso, FL",Valparaiso,FL,582
5386,RFD,"Rockford, IL",Rockford,IL,AZA,"Phoenix, AZ",Phoenix,AZ,1373
5387,RFD,"Rockford, IL",Rockford,IL,LAS,"Las Vegas, NV",Las Vegas,NV,1455
5388,RFD,"Rockford, IL",Rockford,IL,PGD,"Punta Gorda, FL",Punta Gorda,FL,1127
5389,RFD,"Rockford, IL",Rockford,IL,PIE,"St. Petersburg, FL",St. Petersburg,FL,1049
5390,RFD,"Rockford, IL",Rockford,IL,SFB,"Sanford, FL",Sanford,FL,1025
5391,RFD,"Rockford, IL",Rockford,IL,VPS,"Valparaiso, FL",Valparaiso,FL,820
5392,RHI,"Rhinelander, WI",Rhinelander,WI,MSP,"Minneapolis, MN",Minneapolis,MN,190
5393,RIC,"Richmond, VA",Richmond,VA,ATL,"Atlanta, GA",Atlanta,GA,481
5394,RIC,"Richmond, VA",Richmond,VA,BNA,"Nashville, TN",Nashville,TN,527
5395,RIC,"Richmond, VA",Richmond,VA,BOS,"Boston, MA",Boston,MA,474
5396,RIC,"Richmond, VA",Richmond,VA,CHO,"Charlottesville, VA",Charlottesville,VA,76
